FID,Id,gridcode,Shape__Area,Shape__Length,SHAPE
832,832,6,177332580710.15625,1687058.4950364698,"{'rings': [[[-20037507.0671618, -7361866.11299301], [-19592230.3795939, -7361866.11299301], [-19592230.3795939, -7760118.67294329], [-20037507.0671618, -7760118.67294329], [-20037507.0671618, -7678797.81866426], [-20037507.0671618, -7598333.45933737], [-20037507.0671618, -7518703.9003785], [-20037507.0671618, -7439888.19566628], [-20037507.0671618, -7361866.11299301]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
833,833,5,531999266142.7969,3468172.89880565,"{'rings': [[[-18256396.4901414, -7760118.67294329], [-18924313.4348676, -7760118.67294329], [-19592230.3795939, -7760118.67294329], [-19592230.3795939, -7361866.11299301], [-18924313.4348676, -7361866.11299301], [-18256396.4901414, -7361866.11299301], [-18256396.4901414, -7760118.67294329]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
834,834,4,443332721838.84375,3022894.9359217677,"{'rings': [[[-17143201.5821308, -7760118.67294329], [-17811118.5269571, -7760118.67294329], [-18256396.4901414, -7760118.67294329], [-18256396.4901414, -7361866.11299301], [-17143201.5821308, -7361866.11299301], [-17143201.5821308, -7760118.67294329]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
835,835,3,531999266142.8281,3468172.8988056574,"{'rings': [[[-15807367.6926782, -7760118.67294329], [-17143201.5821308, -7760118.67294329], [-17143201.5821308, -7361866.11299301], [-15807367.6926782, -7361866.11299301], [-15807367.6926782, -7760118.67294329]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
836,836,4,531999266182.6875,3468172.8990058806,"{'rings': [[[-14471533.8031256, -7760118.67294329], [-14694172.7846676, -7760118.67294329], [-15807367.6926782, -7760118.67294329], [-15807367.6926782, -7361866.11299301], [-14471533.8031256, -7361866.11299301], [-14471533.8031256, -7760118.67294329]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
837,837,6,5591511608590.734,23895992.561790332,"{'rings': [[[-7569725.37392035, -7760118.67294329], [-7792364.35556252, -7760118.67294329], [-9231238.75633624, -7543624.64936262], [-14471533.8031256, -7361866.11299301], [-15807367.6926782, -7361866.11299301], [-17143201.5821308, -7361866.11299301], [-18256396.4901414, -7361866.11299301], [-18924313.4348676, -7361866.11299301], [-18924313.4348676, -6982997.92040826], [-16030006.6742203, -6982997.92040826], [-13305086.4915708, -6784499.85639553], [-8682920.28183084, -6982997.92040826], [-8682920.28183084, -7361866.11299301], [-7792364.35556252, -7361866.11299301], [-7569725.37392035, -7361866.11299301], [-7569725.37392035, -7760118.67294329]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
838,838,5,177333088727.5625,1687061.046269007,"{'rings': [[[-7124447.41073614, -7760118.67294329], [-7347086.3923783, -7760118.67294329], [-7569725.37392035, -7760118.67294329], [-7569725.37392035, -7361866.11299301], [-7124447.41073614, -7361866.11299301], [-7124447.41073614, -7760118.67294329]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
839,839,4,265999633071.41406,2132339.0093531217,"{'rings': [[[-6456530.46600986, -7760118.67294329], [-6901808.42919408, -7760118.67294329], [-7124447.41073614, -7760118.67294329], [-7124447.41073614, -7361866.11299301], [-6679169.44755192, -7361866.11299301], [-6456530.46600986, -7361866.11299301], [-6456530.46600986, -7760118.67294329]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
840,840,3,265999633071.40625,2132339.0093531087,"{'rings': [[[-5788613.52128359, -7760118.67294329], [-6233891.48446781, -7760118.67294329], [-6456530.46600986, -7760118.67294329], [-6456530.46600986, -7361866.11299301], [-6233891.48446781, -7361866.11299301], [-5788613.52128359, -7361866.11299301], [-5788613.52128359, -7760118.67294329]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
841,841,2,177333088727.5703,1687061.046269009,"{'rings': [[[-5343335.55809937, -7760118.67294329], [-5565974.53964142, -7760118.67294329], [-5788613.52128359, -7760118.67294329], [-5788613.52128359, -7361866.11299301], [-5343335.55809937, -7361866.11299301], [-5343335.55809937, -7760118.67294329]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
842,842,1,721497539237.7441,4230611.03707781,"{'rings': [[[-5343335.55809937, -7760118.67294329], [-5343335.55809937, -7361866.11299301], [-4898057.59491516, -7361866.11299301], [-4898057.59491516, -6982997.92040826], [-3784862.68700467, -6982997.92040826], [-4007654.54258426, -7459369.99626544], [-5343335.55809937, -7760118.67294329]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
843,843,1,620665810526.5391,3913450.8620899823,"{'rings': [[[9350837.22667948, -7361866.11299301], [10909310.0977742, -7361866.11299301], [10909310.0977742, -7760118.67294329], [9350837.22667948, -7760118.67294329], [9350837.22667948, -7361866.11299301]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
844,844,2,1375222288343.586,7596084.604295397,"{'rings': [[[14471533.8031478, -7760118.67294329], [11826968.8957311, -7461658.45850748], [11577227.0425005, -6982997.92040826], [11799866.0240425, -6982997.92040826], [11799866.0240425, -6621293.72266946], [12245143.9872267, -6621293.72266946], [12245143.9872267, -6982997.92040826], [13135699.9135952, -6982997.92040826], [13135699.9135952, -7361866.11299301], [14026255.8399636, -7361866.11299301], [14471533.8031478, -7361866.11299301], [14471533.8031478, -7760118.67294329]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
845,845,3,354666177455.1094,2577616.972637443,"{'rings': [[[14471533.8031478, -7760118.67294329], [14471533.8031478, -7361866.11299301], [15362089.7295162, -7361866.11299301], [15362089.7295162, -7760118.67294329], [14471533.8031478, -7760118.67294329]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
846,846,3,265999633071.40625,2132339.009353133,"{'rings': [[[17143201.582153, -7760118.67294329], [16920562.600611, -7760118.67294329], [16475284.6374267, -7760118.67294329], [16475284.6374267, -7361866.11299301], [17143201.582153, -7361866.11299301], [17143201.582153, -7760118.67294329]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
847,847,4,354666177455.1406,2577616.9726374466,"{'rings': [[[18033757.5085215, -7760118.67294329], [17811118.5268793, -7760118.67294329], [17143201.582153, -7760118.67294329], [17143201.582153, -7361866.11299301], [18033757.5085215, -7361866.11299301], [18033757.5085215, -7760118.67294329]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
848,848,5,88666544343.82812,1241783.0829846654,"{'rings': [[[18256396.4900635, -7760118.67294329], [18033757.5085215, -7760118.67294329], [18033757.5085215, -7361866.11299301], [18256396.4900635, -7361866.11299301], [18256396.4900635, -7760118.67294329]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
849,849,6,894290376551.1797,4413855.609169346,"{'rings': [[[20037507.0671618, -7760118.67294331], [19592230.3796162, -7760118.67294329], [18479035.4717057, -7760118.67294329], [18256396.4900635, -7760118.67294329], [18256396.4900635, -7361866.11299301], [19484043.1083636, -7154177.27233008], [20037507.0671618, -7361865.62789481], [20037507.0671618, -7439887.80366987], [20037507.0671618, -7518703.60336824], [20037507.0671618, -7598333.25927045], [20037507.0671618, -7678797.71757414], [20037507.0671618, -7760118.67294331]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
850,850,4,467839898510.21875,3066923.6904859208,"{'rings': [[[-20037507.0671618, -7760118.67294329], [-19592230.3795939, -7760118.67294329], [-18924313.4348676, -7760118.67294329], [-18924313.4348676, -8180386.88589204], [-19592230.3795939, -8180386.88589204], [-20037507.0671618, -8180386.88589204], [-20037507.0671618, -8073093.61192316], [-20037507.0671618, -7967317.53501589], [-20037507.0671618, -7863008.51107187], [-20037507.0671618, -7760118.67294329]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
851,851,3,467840434611.1719,3066926.241718475,"{'rings': [[[-17811118.5269571, -8180386.88589204], [-18256396.4901414, -8180386.88589204], [-18924313.4348676, -8180386.88589204], [-18924313.4348676, -7760118.67294329], [-18256396.4901414, -7760118.67294329], [-17811118.5269571, -7760118.67294329], [-17811118.5269571, -8180386.88589204]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
852,852,2,280704260800.3594,2176370.315550249,"{'rings': [[[-17143201.5821308, -8180386.88589204], [-17365840.5637729, -8180386.88589204], [-17811118.5269571, -8180386.88589204], [-17811118.5269571, -7760118.67294329], [-17143201.5821308, -7760118.67294329], [-17143201.5821308, -8180386.88589204]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
853,853,1,561408521516.5781,3512204.2048025765,"{'rings': [[[-15807367.6926782, -8180386.88589204], [-17143201.5821308, -8180386.88589204], [-17143201.5821308, -7760118.67294329], [-15807367.6926782, -7760118.67294329], [-15807367.6926782, -8180386.88589204]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
854,854,2,467840434653.2656,3066926.241918687,"{'rings': [[[-14694172.7846676, -8180386.88589204], [-15362089.729494, -8180386.88589204], [-15807367.6926782, -8180386.88589204], [-15807367.6926782, -7760118.67294329], [-14694172.7846676, -7760118.67294329], [-14694172.7846676, -8180386.88589204]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
855,855,3,374272347663.7031,2621648.2784341425,"{'rings': [[[-13803616.8583993, -8180386.88589204], [-14471533.8031256, -8180386.88589204], [-14694172.7846676, -8180386.88589204], [-14694172.7846676, -7760118.67294329], [-14471533.8031256, -7760118.67294329], [-13803616.8583993, -7760118.67294329], [-13803616.8583993, -8180386.88589204]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
856,856,4,1497089390781.0312,7964983.83664475,"{'rings': [[[-10241393.1530257, -8180386.88589204], [-13135699.9135729, -8180386.88589204], [-13803616.8583993, -8180386.88589204], [-13803616.8583993, -7760118.67294329], [-10241393.1530257, -7760118.67294329], [-10241393.1530257, -8180386.88589204]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
857,857,5,2795729548749.172,14616474.832440816,"{'rings': [[[-7792364.35556252, -8180386.88589204], [-8460281.30028879, -8180386.88589204], [-9796115.18984144, -8180386.88589204], [-10241393.1530257, -8180386.88589204], [-10241393.1530257, -7760118.67294329], [-13803616.8583993, -7760118.67294329], [-14471533.8031256, -7760118.67294329], [-14471533.8031256, -7361866.11299301], [-9231238.75633624, -7543624.64936262], [-7792364.35556252, -7760118.67294329], [-7792364.35556252, -8180386.88589204]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
858,858,4,187136173852.89062,1731092.352265926,"{'rings': [[[-7347086.3923783, -8180386.88589204], [-7792364.35556252, -8180386.88589204], [-7792364.35556252, -7760118.67294329], [-7569725.37392035, -7760118.67294329], [-7347086.3923783, -7760118.67294329], [-7347086.3923783, -8180386.88589204]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
859,859,3,187136173852.8828,1731092.352265926,"{'rings': [[[-6901808.42919408, -8180386.88589204], [-7347086.3923783, -8180386.88589204], [-7347086.3923783, -7760118.67294329], [-7124447.41073614, -7760118.67294329], [-6901808.42919408, -7760118.67294329], [-6901808.42919408, -8180386.88589204]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
860,860,2,280704260758.2969,2176370.3153500296,"{'rings': [[[-6233891.48446781, -8180386.88589204], [-6901808.42919408, -8180386.88589204], [-6901808.42919408, -7760118.67294329], [-6456530.46600986, -7760118.67294329], [-6233891.48446781, -7760118.67294329], [-6233891.48446781, -8180386.88589204]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
861,861,1,280704260800.375,2176370.315550262,"{'rings': [[[-6233891.48446781, -8180386.88589204], [-6233891.48446781, -7760118.67294329], [-5788613.52128359, -7760118.67294329], [-5565974.53964142, -7760118.67294329], [-5565974.53964142, -8180386.88589204], [-6233891.48446781, -8180386.88589204]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
862,862,2,874000602017.6094,5138698.511047842,"{'rings': [[[14471533.8031478, -7760118.67294329], [15362089.7295162, -7760118.67294329], [15362089.7295162, -7361866.11299301], [16030006.6742425, -7361866.11299301], [16475284.6374267, -7361866.11299301], [16475284.6374267, -7760118.67294329], [14653773.2673363, -8189980.38314301], [14471533.8031478, -7760118.67294329]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
863,863,2,374272347663.7031,2621648.2784341536,"{'rings': [[[17811118.5268793, -8180386.88589204], [17143201.582153, -8180386.88589204], [16920562.600611, -8180386.88589204], [16920562.600611, -7760118.67294329], [17143201.582153, -7760118.67294329], [17811118.5268793, -7760118.67294329], [17811118.5268793, -8180386.88589204]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
864,864,3,187136173852.90625,1731092.3522659205,"{'rings': [[[18256396.4900635, -8180386.88589204], [18033757.5085215, -8180386.88589204], [17811118.5268793, -8180386.88589204], [17811118.5268793, -7760118.67294329], [18033757.5085215, -7760118.67294329], [18256396.4900635, -7760118.67294329], [18256396.4900635, -8180386.88589204]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
865,865,4,93568086947.4375,1285814.389181804,"{'rings': [[[18479035.4717057, -8180386.88589204], [18256396.4900635, -8180386.88589204], [18256396.4900635, -7760118.67294329], [18479035.4717057, -7760118.67294329], [18479035.4717057, -8180386.88589204]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
866,866,5,467840434611.1875,3066926.2417184897,"{'rings': [[[19592230.3796162, -8180386.88589204], [18479035.4717057, -8180386.88589204], [18479035.4717057, -7760118.67294329], [19592230.3796162, -7760118.67294329], [19592230.3796162, -8180386.88589204]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
867,867,4,187135637742.5625,1731089.8009888604,"{'rings': [[[20037507.0671618, -8180386.88589206], [19592230.3796162, -8180386.88589204], [19592230.3796162, -7760118.67294329], [20037507.0671618, -7760118.67294331], [20037507.0671618, -7863008.51107189], [20037507.0671618, -7967317.53501592], [20037507.0671618, -8073093.61192318], [20037507.0671618, -8180386.88589206]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
868,868,3,198342406589.78125,1781426.0038966574,"{'rings': [[[-20037507.0671618, -8180386.88589204], [-19592230.3795939, -8180386.88589204], [-19592230.3795939, -8625823.20027242], [-20037507.0671618, -8625823.20027242], [-20037507.0671618, -8534550.09549859], [-20037507.0671618, -8444400.92978363], [-20037507.0671618, -8355344.07112506], [-20037507.0671618, -8267349.1282242], [-20037507.0671618, -8180386.88589204]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
869,869,2,595028924342.125,3562540.4076658376,"{'rings': [[[-18256396.4901414, -8625823.20027242], [-18924313.4348676, -8625823.20027242], [-19592230.3795939, -8625823.20027242], [-19592230.3795939, -8180386.88589204], [-18924313.4348676, -8180386.88589204], [-18256396.4901414, -8180386.88589204], [-18256396.4901414, -8625823.20027242]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
870,870,1,396685949591.15625,2671984.4814976268,"{'rings': [[[-18256396.4901414, -8625823.20027242], [-18256396.4901414, -8180386.88589204], [-17811118.5269571, -8180386.88589204], [-17365840.5637729, -8180386.88589204], [-17365840.5637729, -8625823.20027242], [-18256396.4901414, -8625823.20027242]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
871,871,1,396685949591.15625,2671984.4814976305,"{'rings': [[[-14471533.8031256, -8625823.20027242], [-15362089.729494, -8625823.20027242], [-15362089.729494, -8180386.88589204], [-14694172.7846676, -8180386.88589204], [-14471533.8031256, -8180386.88589204], [-14471533.8031256, -8625823.20027242]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
872,872,2,595028924386.75,3562540.4078660607,"{'rings': [[[-13135699.9135729, -8625823.20027242], [-14471533.8031256, -8625823.20027242], [-14471533.8031256, -8180386.88589204], [-13803616.8583993, -8180386.88589204], [-13135699.9135729, -8180386.88589204], [-13135699.9135729, -8625823.20027242]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
873,873,3,1487572310899.9531,7570042.076223694,"{'rings': [[[-9796115.18984144, -8625823.20027242], [-13135699.9135729, -8625823.20027242], [-13135699.9135729, -8180386.88589204], [-10241393.1530257, -8180386.88589204], [-9796115.18984144, -8180386.88589204], [-9796115.18984144, -8625823.20027242]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
874,874,4,595028924386.75,3562540.407866068,"{'rings': [[[-8460281.30028879, -8625823.20027242], [-9796115.18984144, -8625823.20027242], [-9796115.18984144, -8180386.88589204], [-8460281.30028879, -8180386.88589204], [-8460281.30028879, -8625823.20027242]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
