FID,Id,gridcode,Shape__Area,Shape__Length,SHAPE
479,479,21,716998291823.7031,6284067.770700775,"{'rings': [[[12022505.0056847, -3123471.74909209], [9128198.24503732, -3123471.74909209], [9128198.24503732, -2875744.62438906], [12022505.0056847, -2875744.62438906], [12022505.0056847, -3123471.74909209]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
480,480,22,110307429513.2461,1386010.1757744774,"{'rings': [[[12467782.9688689, -3123471.74909209], [12022505.0056847, -3123471.74909209], [12022505.0056847, -2875744.62438906], [12467782.9688689, -2875744.62438906], [12467782.9688689, -3123471.74909209]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
481,481,23,217942431215.97656,2318740.112512226,"{'rings': [[[12690421.950411, -3123471.74909209], [12467782.9688689, -3123471.74909209], [12467782.9688689, -2875744.62438906], [12022505.0056847, -2875744.62438906], [12022505.0056847, -2632018.63756225], [12467782.9688689, -2632018.63756225], [12690421.950411, -2632018.63756225], [12690421.950411, -3123471.74909209]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
482,482,21,1010588549746.2188,8519349.357639328,"{'rings': [[[-20037507.0671618, -3123471.74909209], [-17143201.5821308, -3123471.74909209], [-16030006.6742203, -3123471.74909209], [-16030006.6742203, -3375646.03497018], [-20037507.0671618, -3375646.03497018], [-20037507.0671618, -3324832.84088086], [-20037507.0671618, -3274212.69437897], [-20037507.0671618, -3223781.68551112], [-20037507.0671618, -3173535.96632506], [-20037507.0671618, -3123471.74909209]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
483,483,22,3079112851129.5527,16767977.502366584,"{'rings': [[[-12245143.9873046, -3375646.03497018], [-12467782.9688466, -3375646.03497018], [-14916811.7663098, -3375646.03497018], [-16030006.6742203, -3375646.03497018], [-16030006.6742203, -3123471.74909209], [-12312234.4656261, -2983258.12668063], [-11043662.6130493, -1575510.27406401], [-9677846.72381727, -900076.686647148], [-9687112.59025519, -443437.631020538], [-9350837.22665722, -334111.171424232], [-9451757.03512012, -1300791.26569927], [-10740506.5644537, -1752701.2742401], [-11078113.6310501, -2808304.33878573], [-12160263.2152244, -3219062.95327562], [-12245143.9873046, -3375646.03497018]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
484,484,21,1855611037073.954,10106184.626870424,"{'rings': [[[-12245143.9873046, -3375646.03497018], [-12160263.2152244, -3219062.95327562], [-11078113.6310501, -2808304.33878573], [-10740506.5644537, -1752701.2742401], [-9451757.03512012, -1300791.26569927], [-9350837.22665722, -334111.171424232], [-9128198.24501506, -334111.171424232], [-9128198.24501506, -557305.257252237], [-9243094.98880519, -1446983.9027647], [-10138352.6416044, -2028845.34332359], [-10628140.7357412, -3222006.93026488], [-12245143.9873046, -3375646.03497018]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
485,485,22,2378219195794.97,13708809.194371836,"{'rings': [[[-2671667.77899407, -3375646.03497018], [-3339584.72382045, -3375646.03497018], [-5565974.53964142, -3375646.03497018], [-5466446.73448122, -2823171.76976482], [-5120696.57645721, -2632018.63756225], [-4960384.34780002, -3237316.80721952], [-2032304.31086173, -2900700.57158207], [-1514871.4915488, -1629953.9538472], [-222638.981631038, -1459732.27188049], [-222638.981631038, -1689200.13956183], [-885249.497982297, -1865894.98258422], [-1278703.15593225, -2995799.56047925], [-2580733.19436644, -3225905.05082155], [-2671667.77899407, -3375646.03497018]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
486,486,21,1362604760250.9692,7003154.761625923,"{'rings': [[[-2671667.77899407, -3375646.03497018], [-2580733.19436644, -3225905.05082155], [-1278703.15593225, -2995799.56047925], [-885249.497982297, -1865894.98258422], [-222638.981631038, -1689200.13956183], [-222638.981631038, -2632018.63756225], [-987542.625030951, -3265216.39998868], [-2671667.77899407, -3375646.03497018]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
487,487,24,2411294934182.1875,15562379.297812153,"{'rings': [[[3562223.70538476, -3375646.03497018], [3562223.70538476, -2875744.62438906], [3784862.68692681, -2875744.62438906], [4898057.59493742, -2875744.62438906], [5343335.55812163, -2632018.63756225], [9119375.71339837, -2093990.24561658], [10769848.1917791, -1990530.45038277], [10909310.0977742, -2154935.9150506], [10144406.4542742, -2288289.81966039], [8334629.01734252, -2496073.82085335], [7027460.71208475, -2769105.17066171], [5662961.23833733, -2983142.97035192], [5565974.53966368, -3123471.74909209], [5343335.55812163, -3123471.74909209], [3859655.46982926, -3207667.36631941], [3562223.70538476, -3375646.03497018]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
488,488,22,505294435711.9199,4511850.240314036,"{'rings': [[[7347086.39240056, -3375646.03497018], [6901808.42921634, -3375646.03497018], [5343335.55812163, -3375646.03497018], [5343335.55812163, -3123471.74909209], [5565974.53966368, -3123471.74909209], [7347086.39240056, -3123471.74909209], [7347086.39240056, -3375646.03497018]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
489,489,21,449150609507.6797,4066572.277029696,"{'rings': [[[9128198.24503732, -3375646.03497018], [8905559.26349526, -3375646.03497018], [7347086.39240056, -3375646.03497018], [7347086.39240056, -3123471.74909209], [9128198.24503732, -3123471.74909209], [9128198.24503732, -3375646.03497018]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
490,490,20,729869740478.3789,6292962.0930509055,"{'rings': [[[12022505.0056847, -3375646.03497018], [9128198.24503732, -3375646.03497018], [9128198.24503732, -3123471.74909209], [12022505.0056847, -3123471.74909209], [12022505.0056847, -3375646.03497018]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
491,491,21,112287652383.23438,1394904.4981246078,"{'rings': [[[12467782.9688689, -3375646.03497018], [12022505.0056847, -3375646.03497018], [12022505.0056847, -3123471.74909209], [12467782.9688689, -3123471.74909209], [12467782.9688689, -3375646.03497018]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
492,492,22,56143826179.0,949626.5348403128,"{'rings': [[[12690421.950411, -3375646.03497018], [12467782.9688689, -3375646.03497018], [12467782.9688689, -3123471.74909209], [12690421.950411, -3123471.74909209], [12690421.950411, -3375646.03497018]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
493,493,23,854515772618.168,7109153.733170566,"{'rings': [[[20037507.0671618, -2875744.66872826], [17663272.3282397, -2958497.6873983], [16920562.600611, -3375646.03497018], [16920562.600611, -2875744.62438906], [17456773.4498213, -2731108.9464472], [20037507.0671618, -2632018.68639186], [20037507.0671618, -2692598.26702729], [20037507.0671618, -2753408.15596582], [20037507.0671618, -2814454.77780089], [20037507.0671618, -2875744.66872826]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
494,494,20,1316546679091.2578,10755596.818532616,"{'rings': [[[-20037507.0671618, -3375646.03497018], [-16030006.6742203, -3375646.03497018], [-14916811.7663098, -3375646.03497018], [-14916811.7663098, -3632749.14338442], [-20037507.0671618, -3632749.14338442], [-20037507.0671618, -3567983.45594873], [-20037507.0671618, -3503549.84353006], [-20037507.0671618, -3439440.0607696], [-20037507.0671618, -3375646.03497018]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
495,495,21,629652916423.7656,5412263.81175477,"{'rings': [[[-12467782.9688466, -3632749.14338442], [-14916811.7663098, -3632749.14338442], [-14916811.7663098, -3375646.03497018], [-12467782.9688466, -3375646.03497018], [-12467782.9688466, -3632749.14338442]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
496,496,20,2079948083311.9102,11243244.453874784,"{'rings': [[[-12467782.9688466, -3632749.14338442], [-12467782.9688466, -3375646.03497018], [-12245143.9873046, -3375646.03497018], [-10628140.7357412, -3222006.93026488], [-10138352.6416044, -2028845.34332359], [-9243094.98880519, -1446983.9027647], [-9128198.24501506, -557305.257252237], [-8905559.263473, -557305.257252237], [-8905559.263473, -1006021.06274386], [-9012634.8005751, -1809138.17046341], [-9661610.64975727, -2444394.80559489], [-10100805.0747171, -3477818.00346413], [-12467782.9688466, -3632749.14338442]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
497,497,21,572411742189.3867,4966985.848470433,"{'rings': [[[-3339584.72382045, -3632749.14338442], [-4675418.61327299, -3632749.14338442], [-5565974.53964142, -3632749.14338442], [-5565974.53964142, -3375646.03497018], [-3339584.72382045, -3375646.03497018], [-3339584.72382045, -3632749.14338442]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
498,498,20,987435745330.4214,7489461.798829241,"{'rings': [[[-3339584.72382045, -3632749.14338442], [-3339584.72382045, -3375646.03497018], [-2671667.77899407, -3375646.03497018], [-987542.625030951, -3265216.39998868], [-222638.981631038, -2632018.63756225], [-222638.981631038, -3375646.03497018], [-758851.529442882, -3527111.07212082], [-3339584.72382045, -3632749.14338442]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
499,499,19,793890696896.0321,4317877.048182322,"{'rings': [[[1.11305657984171e-05, -3632749.14338442], [1.11305657984171e-05, -3123471.74909209], [147846.198750839, -3039777.71528841], [594162.00686891, -2078196.50848645], [890555.926379567, -1920825.04038909], [721426.261787915, -3394378.33477524], [1.11305657984171e-05, -3632749.14338442]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
500,500,15,57241174234.38281,959484.1801128192,"{'rings': [[[2003750.83429005, -3632749.14338442], [1781111.85264789, -3632749.14338442], [1781111.85264789, -3375646.03497018], [2003750.83429005, -3375646.03497018], [2003750.83429005, -3632749.14338442]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
501,501,23,508390904890.4258,4820425.629918455,"{'rings': [[[4007501.66856898, -3632749.14338442], [3339584.7238427, -3632749.14338442], [3339584.7238427, -3375646.03497018], [3562223.70538476, -3375646.03497018], [3859655.46982926, -3207667.36631941], [5343335.55812163, -3123471.74909209], [5343335.55812163, -3375646.03497018], [5120696.57647947, -3375646.03497018], [4007501.66856898, -3375646.03497018], [4007501.66856898, -3632749.14338442]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
502,502,22,286205871094.6914,2740596.0326494575,"{'rings': [[[5120696.57647947, -3632749.14338442], [4898057.59493742, -3632749.14338442], [4007501.66856898, -3632749.14338442], [4007501.66856898, -3375646.03497018], [5120696.57647947, -3375646.03497018], [5120696.57647947, -3632749.14338442]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
503,503,21,457929393772.09766,4076429.9223022303,"{'rings': [[[6901808.42921634, -3632749.14338442], [6011252.5028479, -3632749.14338442], [5120696.57647947, -3632749.14338442], [5120696.57647947, -3375646.03497018], [5343335.55812163, -3375646.03497018], [6901808.42921634, -3375646.03497018], [6901808.42921634, -3632749.14338442]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
504,504,20,515170567980.7422,4521707.885386332,"{'rings': [[[8905559.26349526, -3632749.14338442], [8237642.31866888, -3632749.14338442], [6901808.42921634, -3632749.14338442], [6901808.42921634, -3375646.03497018], [7347086.39240056, -3375646.03497018], [8905559.26349526, -3375646.03497018], [8905559.26349526, -3632749.14338442]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
505,505,19,801376439075.4375,6748097.701207305,"{'rings': [[[12022505.0056847, -3632749.14338442], [11577227.0425005, -3632749.14338442], [10241393.1529478, -3632749.14338442], [8905559.26349526, -3632749.14338442], [8905559.26349526, -3375646.03497018], [9128198.24503732, -3375646.03497018], [12022505.0056847, -3375646.03497018], [12022505.0056847, -3632749.14338442]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
506,506,20,114482348443.01562,1404762.143196906,"{'rings': [[[12467782.9688689, -3632749.14338442], [12245143.9872267, -3632749.14338442], [12022505.0056847, -3632749.14338442], [12022505.0056847, -3375646.03497018], [12467782.9688689, -3375646.03497018], [12467782.9688689, -3632749.14338442]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
507,507,21,57241174208.64844,959484.1799126109,"{'rings': [[[12690421.950411, -3632749.14338442], [12467782.9688689, -3632749.14338442], [12467782.9688689, -3375646.03497018], [12690421.950411, -3375646.03497018], [12690421.950411, -3632749.14338442]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
508,508,22,871348045956.4062,6950388.137302285,"{'rings': [[[20037507.0671618, -3123471.79885955], [17885911.3097817, -3207667.36631941], [17291047.7808927, -3545797.36615915], [16920562.600611, -3632749.14338442], [16920562.600611, -3375646.03497018], [17663272.3282397, -2958497.6873983], [20037507.0671618, -2875744.66872826], [20037507.0671618, -2924956.20327009], [20037507.0671618, -2974331.14586494], [20037507.0671618, -3023873.00800357], [20037507.0671618, -3073585.35326709], [20037507.0671618, -3123471.79885955]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
509,509,20,457929065801.46094,4076427.3710251627,"{'rings': [[[20037507.0671618, -3632749.14338443], [18256396.4900635, -3632749.14338442], [18256396.4900635, -3375646.03497018], [20037507.0671618, -3375646.03497019], [20037507.0671618, -3439440.06076961], [20037507.0671618, -3503549.84353007], [20037507.0671618, -3567983.45594874], [20037507.0671618, -3632749.14338443]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
510,510,19,4704275067689.57,28669374.61318768,"{'rings': [[[-20037507.0671618, -3632749.14338442], [-14916811.7663098, -3632749.14338442], [-12467782.9688466, -3632749.14338442], [-10100805.0747171, -3477818.00346413], [-9661610.64975727, -2444394.80559489], [-9012634.8005751, -1809138.17046341], [-8905559.263473, -1006021.06274386], [-8682920.28183084, -1006021.06274386], [-8682920.28183084, -1232106.80194208], [-8682920.28183084, -1689200.13956183], [-8460281.30028879, -1689200.13956183], [-8348961.80951776, -1986292.4022732], [-8237642.31874674, -1689200.13956183], [-7891892.16072272, -1870970.89591285], [-7792364.35556252, -2391878.58796814], [-8961485.68919854, -2503630.22870459], [-9571482.05110488, -3486948.77033643], [-10150459.4176487, -3739296.11670507], [-10241393.1530257, -3895303.96334084], [-10464032.1345677, -3895303.96334084], [-15807367.6926782, -3895303.96334084], [-18256396.4901414, -3895303.96334084], [-20037507.0671618, -3895303.96334084], [-20037507.0671618, -3829123.83698887], [-20037507.0671618, -3763310.62711841], [-20037507.0671618, -3697855.33032465], [-20037507.0671618, -3632749.14338442]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
511,511,18,1137523742205.9277,6362596.512100683,"{'rings': [[[-9350837.22665722, -3895303.96334084], [-10241393.1530257, -3895303.96334084], [-10150459.4176487, -3739296.11670507], [-9571482.05110488, -3486948.77033643], [-8961485.68919854, -2503630.22870459], [-7792364.35556252, -2391878.58796814], [-7792364.35556252, -2632018.63756225], [-8807044.67347442, -3082460.30368752], [-9350837.22665722, -3895303.96334084]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
512,512,17,585234657238.418,4440545.702496111,"{'rings': [[[-9350837.22665722, -3895303.96334084], [-8807044.67347442, -3082460.30368752], [-7792364.35556252, -2632018.63756225], [-7792364.35556252, -3123471.74909209], [-8015003.33710457, -3123471.74909209], [-8403647.40747672, -3187178.51334061], [-8962193.15628507, -3827968.85723967], [-9350837.22665722, -3895303.96334084]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
513,513,19,58454937714.05078,970387.6029969379,"{'rings': [[[-5788613.52128359, -3895303.96334084], [-6011252.50282564, -3895303.96334084], [-6011252.50282564, -3632749.14338442], [-5788613.52128359, -3632749.14338442], [-5788613.52128359, -3895303.96334084]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
514,514,20,349515862883.50586,3265705.672762518,"{'rings': [[[-4675418.61327299, -3895303.96334084], [-4898057.59491516, -3895303.96334084], [-5788613.52128359, -3895303.96334084], [-5788613.52128359, -3632749.14338442], [-5788613.52128359, -3375646.03497018], [-5565974.53964142, -3375646.03497018], [-5565974.53964142, -3632749.14338442], [-4675418.61327299, -3632749.14338442], [-4675418.61327299, -3895303.96334084]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
515,515,19,1344208841402.96,9710914.97849264,"{'rings': [[[-445277.963173088, -3895303.96334084], [-890555.926357307, -3895303.96334084], [-4675418.61327299, -3895303.96334084], [-4675418.61327299, -3632749.14338442], [-3339584.72382045, -3632749.14338442], [-758851.529442882, -3527111.07212082], [-222638.981631038, -3375646.03497018], [-222638.981631038, -3632749.14338442], [-445277.963173088, -3632749.14338442], [-445277.963173088, -3895303.96334084]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
516,516,18,58454937714.053345,970387.6029969365,"{'rings': [[[-222638.981631038, -3895303.96334084], [-445277.963173088, -3895303.96334084], [-445277.963173088, -3632749.14338442], [-222638.981631038, -3632749.14338442], [-222638.981631038, -3895303.96334084]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
517,517,18,924325570204.0623,5815882.383348168,"{'rings': [[[1.11305657984171e-05, -3895303.96334084], [1.11305657984171e-05, -3632749.14338442], [721426.261787915, -3394378.33477524], [890555.926379567, -1920825.04038909], [1113194.90792162, -1920825.04038909], [1113194.90792162, -2154935.9150506], [1113194.90792162, -2632018.63756225], [1113194.90792162, -3895303.96334084], [1.11305657984171e-05, -3895303.96334084]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
518,518,16,308304619897.41235,2902293.8887488204,"{'rings': [[[2003750.83429005, -3895303.96334084], [1533398.1286423, -3752248.39048058], [1335833.88956378, -2875744.62438906], [1558472.87110584, -2875744.62438906], [1781111.85264789, -3375646.03497018], [1781111.85264789, -3632749.14338442], [2003750.83429005, -3632749.14338442], [2003750.83429005, -3895303.96334084]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
519,519,22,233819750908.78516,2306221.4926497117,"{'rings': [[[4007501.66856898, -3895303.96334084], [3562223.70538476, -3895303.96334084], [3116945.74220054, -3895303.96334084], [3116945.74220054, -3632749.14338442], [3339584.7238427, -3632749.14338442], [4007501.66856898, -3632749.14338442], [4007501.66856898, -3895303.96334084]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
520,520,21,233819750908.7871,2306221.492649709,"{'rings': [[[4898057.59493742, -3895303.96334084], [4675418.61329525, -3895303.96334084], [4007501.66856898, -3895303.96334084], [4007501.66856898, -3632749.14338442], [4898057.59493742, -3632749.14338442], [4898057.59493742, -3895303.96334084]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
521,521,20,292274688622.83594,2751499.4557338115,"{'rings': [[[6011252.5028479, -3895303.96334084], [5565974.53966368, -3895303.96334084], [4898057.59493742, -3895303.96334084], [4898057.59493742, -3632749.14338442], [5120696.57647947, -3632749.14338442], [6011252.5028479, -3632749.14338442], [6011252.5028479, -3895303.96334084]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
522,522,19,584549377245.6797,4977889.271554785,"{'rings': [[[8237642.31866888, -3895303.96334084], [7792364.35548466, -3895303.96334084], [6011252.5028479, -3895303.96334084], [6011252.5028479, -3632749.14338442], [6901808.42921634, -3632749.14338442], [8237642.31866888, -3632749.14338442], [8237642.31866888, -3895303.96334084]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
523,523,18,526094439531.6328,4532611.308470685,"{'rings': [[[10241393.1529478, -3895303.96334084], [9573476.20822153, -3895303.96334084], [8237642.31866888, -3895303.96334084], [8237642.31866888, -3632749.14338442], [8905559.26349526, -3632749.14338442], [10241393.1529478, -3632749.14338442], [10241393.1529478, -3895303.96334084]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
524,524,17,350729626363.1719,3196777.4190181457,"{'rings': [[[11577227.0425005, -3895303.96334084], [10241393.1529478, -3895303.96334084], [10241393.1529478, -3632749.14338442], [11577227.0425005, -3632749.14338442], [11577227.0425005, -3895303.96334084]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
525,525,18,175364813168.4453,1860943.5293653756,"{'rings': [[[12245143.9872267, -3895303.96334084], [11799866.0240425, -3895303.96334084], [11577227.0425005, -3895303.96334084], [11577227.0425005, -3632749.14338442], [12022505.0056847, -3632749.14338442], [12245143.9872267, -3632749.14338442], [12245143.9872267, -3895303.96334084]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
526,526,19,58454937740.34375,970387.6031971574,"{'rings': [[[12467782.9688689, -3895303.96334084], [12245143.9872267, -3895303.96334084], [12245143.9872267, -3632749.14338442], [12467782.9688689, -3632749.14338442], [12467782.9688689, -3895303.96334084]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
527,527,20,175364813168.4453,1860943.5293654054,"{'rings': [[[13135699.9135952, -3895303.96334084], [12690421.950411, -3895303.96334084], [12467782.9688689, -3895303.96334084], [12467782.9688689, -3632749.14338442], [12690421.950411, -3632749.14338442], [13135699.9135952, -3632749.14338442], [13135699.9135952, -3895303.96334084]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
528,528,21,891019524246.0039,7369373.416149061,"{'rings': [[[20037507.0671618, -3375646.03497019], [18256396.4900635, -3375646.03497018], [18256396.4900635, -3632749.14338442], [17588479.5453372, -3632749.14338442], [17588479.5453372, -3895303.96334084], [16920562.600611, -3895303.96334084], [16920562.600611, -3632749.14338442], [17291047.7808927, -3545797.36615915], [17885911.3097817, -3207667.36631941], [20037507.0671618, -3123471.79885955], [20037507.0671618, -3186080.27086188], [20037507.0671618, -3248973.81478073], [20037507.0671618, -3312159.87246769], [20037507.0671618, -3375646.03497019]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
529,529,20,175364813168.4453,1860943.5293653682,"{'rings': [[[18256396.4900635, -3895303.96334084], [17588479.5453372, -3895303.96334084], [17588479.5453372, -3632749.14338442], [18256396.4900635, -3632749.14338442], [18256396.4900635, -3895303.96334084]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
530,530,19,467639166892.51953,4087330.7941095075,"{'rings': [[[20037507.0671618, -3895303.96334084], [18256396.4900635, -3895303.96334084], [18256396.4900635, -3632749.14338442], [20037507.0671618, -3632749.14338443], [20037507.0671618, -3697855.33032466], [20037507.0671618, -3763310.62711843], [20037507.0671618, -3829123.83698888], [20037507.0671618, -3895303.96334084]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
531,531,18,478365657357.0625,4099375.515515035,"{'rings': [[[-20037507.0671618, -3895303.96334084], [-18256396.4901414, -3895303.96334084], [-18256396.4901414, -4163881.14407787], [-19146952.4164097, -4163881.14407787], [-20037507.0671618, -4163881.14407787], [-20037507.0671618, -4109654.73355266], [-20037507.0671618, -4055688.85899278], [-20037507.0671618, -4001978.42353006], [-20037507.0671618, -3948518.42705941], [-20037507.0671618, -3895303.96334084]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
532,532,17,657753249966.4531,5435211.95640034,"{'rings': [[[-15807367.6926782, -4163881.14407787], [-18256396.4901414, -4163881.14407787], [-18256396.4901414, -3895303.96334084], [-15807367.6926782, -3895303.96334084], [-15807367.6926782, -4163881.14407787]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
533,533,18,1435097999929.2344,11223825.477695065,"{'rings': [[[-10464032.1345677, -4163881.14407787], [-15807367.6926782, -4163881.14407787], [-15807367.6926782, -3895303.96334084], [-10464032.1345677, -3895303.96334084], [-10464032.1345677, -4163881.14407787]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
534,534,17,298978749977.4219,2763544.177295031,"{'rings': [[[-9350837.22665722, -4163881.14407787], [-10464032.1345677, -4163881.14407787], [-10464032.1345677, -3895303.96334084], [-10241393.1530257, -3895303.96334084], [-9350837.22665722, -3895303.96334084], [-9350837.22665722, -4163881.14407787]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
535,535,16,524508025520.4824,3915385.644611694,"{'rings': [[[-8682920.28183084, -4163881.14407787], [-9350837.22665722, -4163881.14407787], [-9350837.22665722, -3895303.96334084], [-8962193.15628507, -3827968.85723967], [-8403647.40747672, -3187178.51334061], [-8015003.33710457, -3123471.74909209], [-8015003.33710457, -3375646.03497018], [-8458541.93322359, -3634778.51338798], [-8682920.28183084, -4163881.14407787]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
536,536,15,351504653121.18555,2544553.9778281027,"{'rings': [[[-8237642.31874674, -4163881.14407787], [-8682920.28183084, -4163881.14407787], [-8458541.93322359, -3634778.51338798], [-8015003.33710457, -3375646.03497018], [-8015003.33710457, -4163881.14407787], [-8237642.31874674, -4163881.14407787]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
537,537,17,59795750011.61719,982432.3247583918,"{'rings': [[[-6011252.50282564, -4163881.14407787], [-6233891.48446781, -4163881.14407787], [-6233891.48446781, -3895303.96334084], [-6011252.50282564, -3895303.96334084], [-6011252.50282564, -4163881.14407787]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
538,538,18,59795749984.72656,982432.3245581593,"{'rings': [[[-5788613.52128359, -4163881.14407787], [-6011252.50282564, -4163881.14407787], [-6011252.50282564, -3895303.96334084], [-5788613.52128359, -3895303.96334084], [-5788613.52128359, -4163881.14407787]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
539,539,19,239182999992.6875,2318266.214210931,"{'rings': [[[-4898057.59491516, -4163881.14407787], [-5788613.52128359, -4163881.14407787], [-5788613.52128359, -3895303.96334084], [-4898057.59491516, -3895303.96334084], [-4898057.59491516, -4163881.14407787]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
540,540,18,1076323499940.208,8552157.698589755,"{'rings': [[[-890555.926357307, -4163881.14407787], [-3562223.7053625, -4163881.14407787], [-4898057.59491516, -4163881.14407787], [-4898057.59491516, -3895303.96334084], [-4675418.61327299, -3895303.96334084], [-890555.926357307, -3895303.96334084], [-890555.926357307, -4163881.14407787]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
541,541,17,179387249981.07104,1872988.2509265952,"{'rings': [[[-222638.981631038, -4163881.14407787], [-890555.926357307, -4163881.14407787], [-890555.926357307, -3895303.96334084], [-445277.963173088, -3895303.96334084], [-222638.981631038, -3895303.96334084], [-222638.981631038, -4163881.14407787]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
542,542,18,59795750011.615234,982432.3247583946,"{'rings': [[[2449028.79747427, -4163881.14407787], [2226389.8158321, -4163881.14407787], [2226389.8158321, -3895303.96334084], [2449028.79747427, -3895303.96334084], [2449028.79747427, -4163881.14407787]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
543,543,21,179387249981.0703,1872988.2509265952,"{'rings': [[[3562223.70538476, -4163881.14407787], [3116945.74220054, -4163881.14407787], [2894306.76065849, -4163881.14407787], [2894306.76065849, -3895303.96334084], [3116945.74220054, -3895303.96334084], [3562223.70538476, -3895303.96334084], [3562223.70538476, -4163881.14407787]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
544,544,20,298978749977.41406,2763544.177295032,"{'rings': [[[4675418.61329525, -4163881.14407787], [4452779.6317532, -4163881.14407787], [3562223.70538476, -4163881.14407787], [3562223.70538476, -3895303.96334084], [4007501.66856898, -3895303.96334084], [4675418.61329525, -3895303.96334084], [4675418.61329525, -4163881.14407787]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
545,545,19,239182999992.6875,2318266.214210931,"{'rings': [[[5565974.53966368, -4163881.14407787], [4675418.61329525, -4163881.14407787], [4675418.61329525, -3895303.96334084], [4898057.59493742, -3895303.96334084], [5565974.53966368, -3895303.96334084], [5565974.53966368, -4163881.14407787]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
